species,animal_id,t,body_temp_c,heart_rate_bpm,resp_rate_bpm,activity_idx,cough_count,rumination_min,ambient_temp_c,ambient_humidity_pct,label
Goat,GO_012,39,39.05,80.7,23.68,0.495,0,31.5,16.83,70.64,0
Goat,GO_012,40,38.89,81.64,23.26,0.567,0,29.54,15.6,60.71,0
Goat,GO_012,41,39.228,80.66,24.57,0.578,0,31.65,16.85,67.0,0
Goat,GO_012,42,38.862,80.37,24.39,0.528,0,34.21,13.91,53.5,0
Goat,GO_012,43,39.929,96.54,32.14,0.241,0,17.2,16.53,61.28,1
Goat,GO_012,44,38.896,79.07,24.68,0.556,1,32.13,15.23,58.93,0
Goat,GO_012,45,39.013,83.38,24.03,0.522,0,31.3,18.19,61.79,0
Goat,GO_012,46,39.069,80.48,25.25,0.453,0,32.57,18.94,55.07,0
Goat,GO_012,47,40.227,98.16,31.87,0.306,1,11.13,21.22,61.73,1
Goat,GO_012,48,39.096,80.4,25.78,0.559,0,31.21,21.48,55.25,0
Goat,GO_012,49,40.346,105.73,32.87,0.225,6,18.89,23.15,59.8,1
Goat,GO_012,50,39.064,82.6,22.76,0.537,0,32.66,24.31,62.24,0
Goat,GO_012,51,40.125,97.53,34.27,0.253,2,16.63,25.28,66.35,1
Goat,GO_012,52,39.118,81.3,23.18,0.53,0,30.93,27.45,67.47,0
Goat,GO_012,53,39.123,79.93,26.15,0.541,0,24.74,25.88,63.56,0
Goat,GO_012,54,40.461,97.36,30.5,0.292,4,13.09,29.11,70.42,1
Goat,GO_012,55,40.55,98.05,31.94,0.426,4,15.28,28.13,67.93,1
Goat,GO_012,56,40.603,96.16,32.88,0.401,2,13.2,26.66,80.37,1
Goat,GO_012,57,40.526,104.84,33.13,0.169,1,12.2,25.15,80.16,1
Goat,GO_012,58,40.361,105.54,30.91,0.262,0,17.15,24.69,76.13,1
Goat,GO_012,59,40.347,99.0,31.78,0.365,2,8.7,23.54,74.26,1
Goat,GO_012,60,40.177,101.69,32.01,0.288,0,11.14,21.82,77.68,1
Goat,GO_012,61,39.853,97.72,33.34,0.184,2,8.62,19.75,74.35,1
Goat,GO_012,62,40.045,91.05,32.59,0.273,1,14.15,16.74,66.09,1
Goat,GO_012,63,40.028,96.89,31.46,0.269,4,8.88,16.15,62.12,1
Goat,GO_012,64,39.834,101.11,31.4,0.18,1,17.99,16.44,61.96,1
Goat,GO_012,65,40.106,95.67,31.85,0.278,1,10.43,15.18,60.85,1
Goat,GO_012,66,40.159,97.2,32.37,0.304,8,10.5,16.23,65.18,1
Goat,GO_012,67,39.862,99.65,29.9,0.199,1,11.59,15.99,55.91,1
Goat,GO_012,68,39.837,103.47,29.76,0.107,7,12.31,16.16,62.95,1
Goat,GO_012,69,38.961,82.95,23.81,0.45,0,32.96,18.27,45.94,0
Goat,GO_012,70,38.971,80.66,25.29,0.508,0,27.64,18.11,58.1,0
Goat,GO_012,71,39.081,85.13,25.08,0.546,0,28.21,19.8,56.6,0
Goat,GO_013,0,39.064,85.32,25.07,0.59,0,36.73,22.65,57.6,0
Goat,GO_013,1,39.191,89.81,25.66,0.582,0,36.74,23.53,55.01,0
Goat,GO_013,2,39.249,88.04,24.77,0.662,0,35.98,24.44,78.4,0
Goat,GO_013,3,40.145,104.8,31.23,0.521,3,21.85,25.09,65.78,1
Goat,GO_013,4,39.899,108.74,31.92,0.313,4,23.63,27.47,68.01,1
Goat,GO_013,5,40.516,104.54,33.55,0.261,5,13.71,28.23,67.96,1
Goat,GO_013,6,39.202,90.51,25.14,0.616,1,33.54,26.27,75.11,0
Goat,GO_013,7,40.068,108.25,35.72,0.416,7,24.39,26.67,67.65,1
Goat,GO_013,8,40.364,108.04,34.45,0.457,3,22.95,25.58,78.63,1
Goat,GO_013,9,39.175,86.7,25.24,0.6,0,34.71,26.18,70.55,0
Goat,GO_013,10,39.918,107.39,34.71,0.375,2,21.37,26.4,63.36,1
Goat,GO_013,11,40.337,104.33,33.56,0.358,1,20.35,22.7,77.64,1
Goat,GO_013,12,40.176,106.56,33.47,0.345,2,21.29,22.85,67.95,1
Goat,GO_013,13,39.107,93.73,24.91,0.682,0,35.76,19.65,74.23,0
Goat,GO_013,14,38.955,90.65,25.99,0.579,0,32.95,18.3,74.58,0
Goat,GO_013,15,40.024,110.56,31.6,0.345,3,16.58,18.09,63.84,1
Goat,GO_013,16,39.833,102.29,35.35,0.329,5,24.63,16.91,69.28,1
Goat,GO_013,17,40.239,105.17,32.79,0.373,4,16.95,16.34,59.43,1
Goat,GO_013,18,40.273,106.18,27.93,0.34,1,20.19,14.67,56.27,1
Goat,GO_013,19,40.364,99.37,36.5,0.296,6,15.82,17.37,56.23,1
Goat,GO_013,20,40.116,101.14,31.7,0.362,2,18.65,17.72,51.8,1
Goat,GO_013,21,39.08,90.59,25.13,0.543,1,32.16,18.01,52.24,0
Goat,GO_013,22,39.003,89.53,24.75,0.704,0,33.17,19.87,55.73,0
Goat,GO_013,23,39.226,88.05,24.15,0.642,0,35.59,21.0,58.58,0
Goat,GO_013,24,40.177,100.1,31.84,0.314,2,18.98,20.52,52.66,1
Goat,GO_013,25,40.187,103.31,33.95,0.363,4,17.0,24.97,56.81,1
Goat,GO_013,26,40.19,108.55,30.09,0.289,3,24.63,26.3,59.24,1
Goat,GO_013,27,39.359,90.75,24.31,0.609,0,37.64,24.87,60.24,0
Goat,GO_013,28,39.208,88.45,24.57,0.509,0,34.08,25.62,57.66,0
Goat,GO_013,29,39.247,89.16,24.56,0.615,0,34.78,29.04,70.37,0
Goat,GO_013,30,39.366,90.83,25.36,0.637,0,33.95,28.43,64.51,0
Goat,GO_013,31,39.974,108.48,33.81,0.194,5,24.83,29.04,76.22,1
Goat,GO_013,32,40.158,106.88,36.38,0.221,7,16.17,28.85,77.07,1
Goat,GO_013,33,40.427,116.26,36.07,0.418,6,19.58,26.07,80.84,1
Goat,GO_013,34,40.183,108.35,29.74,0.326,3,11.21,24.55,72.55,1
Goat,GO_013,35,39.964,108.28,34.27,0.317,2,20.77,24.72,73.56,1
Goat,GO_013,36,40.229,107.35,33.38,0.324,1,19.56,23.55,75.64,1
Goat,GO_013,37,40.048,107.5,30.89,0.318,5,21.83,20.13,67.12,1
Goat,GO_013,38,38.93,89.38,23.54,0.64,0,35.57,17.74,67.41,0
Goat,GO_013,39,39.048,92.13,25.17,0.61,0,35.21,19.02,64.67,0
Goat,GO_013,40,40.172,101.63,29.65,0.445,4,19.06,17.5,71.49,1
Goat,GO_013,41,39.074,86.2,26.53,0.627,0,35.9,16.03,66.34,0
Goat,GO_013,42,39.176,87.43,25.78,0.695,0,38.56,17.58,60.96,0
Goat,GO_013,43,38.98,87.14,23.36,0.657,0,32.99,17.63,54.66,0
Goat,GO_013,44,39.042,88.84,24.26,0.574,0,36.62,16.14,50.25,0
Goat,GO_013,45,39.094,90.9,23.38,0.589,0,35.17,16.04,49.75,0
Goat,GO_013,46,38.874,89.33,24.61,0.617,0,35.63,16.79,52.94,0
Goat,GO_013,47,40.2,109.16,34.95,0.335,7,18.08,20.84,62.88,1
Goat,GO_013,48,39.93,104.35,32.22,0.339,4,18.67,23.45,58.67,1
Goat,GO_013,49,39.808,107.97,33.23,0.527,3,23.98,23.74,58.12,1
Goat,GO_013,50,40.165,109.36,32.42,0.377,8,20.52,24.46,58.03,1
Goat,GO_013,51,39.389,92.5,24.96,0.631,0,37.24,26.47,64.29,0
Goat,GO_013,52,39.951,111.51,34.09,0.336,1,14.64,27.36,64.03,1
Goat,GO_013,53,39.82,106.16,32.09,0.374,3,23.38,27.58,68.8,1
Goat,GO_013,54,40.45,107.13,35.55,0.428,6,18.41,27.33,77.83,1
Goat,GO_013,55,40.08,107.15,31.32,0.311,3,18.77,26.1,71.38,1
Goat,GO_013,56,40.393,106.9,33.05,0.266,0,17.15,27.66,77.06,1
Goat,GO_013,57,40.022,107.15,33.95,0.351,4,19.8,25.16,77.28,1
Goat,GO_013,58,39.325,91.23,25.78,0.622,0,34.47,25.02,86.42,0
Goat,GO_013,59,40.226,105.9,27.55,0.421,3,19.3,22.36,70.26,1
Goat,GO_013,60,40.139,107.95,33.04,0.389,3,24.91,23.0,82.76,1
Goat,GO_013,61,40.262,112.04,31.24,0.367,4,21.3,20.65,72.3,1
Goat,GO_013,62,39.01,85.83,24.84,0.607,0,34.92,17.94,72.16,0
Goat,GO_013,63,40.128,101.28,28.44,0.438,5,21.58,16.23,73.46,1
Goat,GO_013,64,39.847,112.64,31.79,0.324,5,18.52,17.16,75.84,1
Goat,GO_013,65,39.862,107.34,31.63,0.348,2,20.56,16.45,60.07,1
Goat,GO_013,66,39.012,87.2,24.41,0.66,0,34.06,17.02,55.58,0
Goat,GO_013,67,39.063,93.09,24.41,0.596,0,33.2,15.7,53.89,0
Goat,GO_013,68,39.164,88.57,23.26,0.669,0,37.01,15.51,48.52,0
Goat,GO_013,69,40.234,108.9,30.81,0.395,4,19.44,18.04,54.46,1
Goat,GO_013,70,39.057,92.08,24.1,0.625,0,34.99,18.63,61.05,0
Goat,GO_013,71,40.081,105.76,29.02,0.319,1,24.78,18.55,55.56,1
Goat,GO_014,0,39.112,85.79,23.55,0.671,0,33.02,20.78,56.67,0
Goat,GO_014,1,40.337,103.06,28.21,0.325,3,11.83,23.89,57.73,1
Goat,GO_014,2,39.319,83.4,22.15,0.596,0,31.89,26.08,61.15,0
Goat,GO_014,3,40.044,101.16,34.72,0.347,3,19.76,27.64,67.73,1
Goat,GO_014,4,39.698,98.42,33.1,0.334,3,16.66,27.29,55.05,1
Goat,GO_014,5,39.534,89.83,21.21,0.615,0,34.72,29.81,64.16,0
Goat,GO_014,6,39.473,84.3,22.75,0.644,0,32.87,27.84,76.67,0
Goat,GO_014,7,39.144,87.7,23.14,0.705,0,32.61,27.41,78.35,0
Goat,GO_014,8,39.194,84.71,24.25,0.617,0,32.08,25.51,77.11,0
Goat,GO_014,9,40.34,102.13,29.29,0.417,3,12.82,25.32,77.26,1
Goat,GO_014,10,40.21,112.77,30.04,0.438,7,24.07,25.93,80.34,1
Goat,GO_014,11,40.242,100.13,33.13,0.411,4,18.73,24.63,79.77,1
Goat,GO_014,12,40.586,101.99,26.13,0.364,4,15.78,20.06,72.22,1
Goat,GO_014,13,40.001,101.43,32.27,0.416,3,19.1,21.55,64.35,1
Goat,GO_014,14,39.836,105.33,31.23,0.576,2,12.45,18.36,65.33,1
Goat,GO_014,15,40.034,98.74,30.0,0.482,2,23.81,18.26,66.04,1
Goat,GO_014,16,39.909,107.08,29.32,0.282,4,11.7,15.31,62.47,1
Goat,GO_014,17,40.069,92.16,33.39,0.401,4,11.59,16.55,58.98,1
Goat,GO_014,18,38.793,82.84,21.97,0.692,0,33.4,14.57,52.43,0
Goat,GO_014,19,40.041,101.58,27.08,0.43,2,15.04,16.36,52.57,1
Goat,GO_014,20,39.01,81.09,21.62,0.685,2,28.58,15.77,53.9,0
Goat,GO_014,21,39.08,86.69,23.19,0.647,0,31.73,18.84,52.64,0
Goat,GO_014,22,39.199,83.1,21.57,0.571,0,33.05,18.06,53.22,0
Goat,GO_014,23,40.098,100.68,29.53,0.388,4,17.46,20.02,54.3,1
Goat,GO_014,24,39.025,82.43,22.95,0.591,0,32.34,21.31,67.66,0
Goat,GO_014,25,39.971,102.76,30.86,0.298,3,19.28,23.16,54.23,1
Goat,GO_014,26,39.15,84.06,21.35,0.683,0,33.76,25.27,63.34,0
Goat,GO_014,27,40.097,97.54,27.22,0.453,1,18.78,25.67,62.18,1
Goat,GO_014,28,40.24,106.65,32.65,0.399,2,13.82,28.34,63.72,1
Goat,GO_014,29,39.494,85.44,24.74,0.639,0,32.11,28.29,76.1,0
Goat,GO_014,30,39.279,84.53,21.85,0.614,0,32.99,27.98,82.53,0
Goat,GO_014,31,40.301,96.31,32.87,0.423,2,20.3,26.2,74.97,1
Goat,GO_014,32,40.067,99.23,31.35,0.332,4,21.95,27.05,81.34,1
Goat,GO_014,33,39.337,80.99,23.81,0.621,0,33.42,27.49,74.28,0
Goat,GO_014,34,39.285,85.97,21.66,0.66,1,30.6,25.5,68.74,0
Goat,GO_014,35,39.168,90.07,22.5,0.627,0,27.59,24.09,74.0,0
Goat,GO_014,36,39.187,80.89,21.49,0.651,0,32.0,22.75,69.61,0
Goat,GO_014,37,40.07,102.45,28.18,0.3,2,16.24,20.51,69.82,1
Goat,GO_014,38,39.919,99.06,28.76,0.325,4,17.78,19.65,63.37,1
Goat,GO_014,39,39.99,94.24,29.32,0.238,0,22.56,17.24,73.08,1
Goat,GO_014,40,40.286,98.85,29.61,0.456,2,14.21,17.42,60.86,1
Goat,GO_014,41,39.815,100.2,30.2,0.369,3,13.5,16.05,58.3,1
Goat,GO_014,42,40.13,100.14,28.98,0.391,2,13.18,17.58,58.88,1
Goat,GO_014,43,39.023,84.36,22.09,0.646,1,32.21,14.92,55.1,0
Goat,GO_014,44,38.899,84.68,21.33,0.616,1,32.32,17.9,57.86,0
Goat,GO_014,45,39.078,85.34,21.49,0.612,0,33.02,17.07,59.51,0
Goat,GO_014,46,40.304,105.26,31.48,0.272,2,15.64,19.51,57.74,1
Goat,GO_014,47,40.115,98.91,29.83,0.457,1,16.9,20.04,54.17,1
Goat,GO_014,48,40.116,98.76,33.02,0.359,2,19.46,20.13,51.35,1
Goat,GO_014,49,39.254,84.76,22.93,0.592,0,29.63,25.04,45.67,0
Goat,GO_014,50,39.243,86.84,22.37,0.587,0,36.01,25.22,51.93,0
Goat,GO_014,51,39.222,85.79,24.06,0.679,0,33.86,27.26,69.87,0
Goat,GO_014,52,39.287,87.83,24.3,0.595,0,34.51,27.46,65.7,0
Goat,GO_014,53,39.151,84.44,24.86,0.659,0,35.21,29.86,71.74,0
Goat,GO_014,54,40.255,108.62,25.85,0.38,1,22.55,27.01,70.71,1
Goat,GO_014,55,40.818,99.18,33.11,0.49,6,15.45,27.94,72.68,1
Goat,GO_014,56,40.375,108.62,29.02,0.358,2,19.96,26.32,77.21,1
Goat,GO_014,57,40.446,103.11,33.23,0.408,2,16.65,26.99,76.77,1
Goat,GO_014,58,40.159,103.79,32.28,0.336,2,14.46,23.95,67.93,1
Goat,GO_014,59,40.669,107.26,29.76,0.42,1,16.35,24.07,66.25,1
Goat,GO_014,60,40.374,102.79,30.64,0.41,1,12.48,22.7,74.61,1
Goat,GO_014,61,39.033,86.7,22.43,0.621,0,29.21,18.93,66.39,0
Goat,GO_014,62,39.07,86.91,22.88,0.734,1,28.6,19.48,74.31,0
Goat,GO_014,63,39.206,82.84,22.67,0.614,0,28.71,17.77,70.57,0
Goat,GO_014,64,39.787,106.93,30.18,0.378,3,17.18,18.55,59.26,1
Goat,GO_014,65,38.882,86.51,21.62,0.613,0,35.2,14.8,68.88,0
Goat,GO_014,66,39.172,82.44,22.52,0.676,0,31.76,16.04,63.47,0
Goat,GO_014,67,38.956,82.93,22.47,0.628,1,26.98,16.6,54.39,0
Goat,GO_014,68,39.072,83.43,22.42,0.609,0,32.27,14.83,64.77,0
Goat,GO_014,69,39.085,81.18,22.74,0.616,0,31.04,17.13,52.07,0
Goat,GO_014,70,39.124,83.23,20.83,0.622,2,34.39,20.55,56.75,0
Goat,GO_014,71,39.331,84.5,23.79,0.624,0,33.27,21.61,55.21,0
Goat,GO_015,0,38.822,88.68,23.81,0.564,0,38.51,23.28,60.02,0
Goat,GO_015,1,38.95,91.21,25.96,0.733,1,40.31,23.42,61.52,0
Goat,GO_015,2,40.233,108.64,31.85,0.359,1,22.82,24.74,56.66,1
Goat,GO_015,3,40.032,106.83,33.64,0.319,0,20.22,26.31,58.97,1
Goat,GO_015,4,39.066,87.6,24.22,0.575,0,37.03,27.34,55.42,0
Goat,GO_015,5,39.01,89.33,25.3,0.614,1,38.84,30.13,61.81,0
Goat,GO_015,6,40.199,106.27,30.32,0.483,4,30.07,25.63,76.76,1
Goat,GO_015,7,39.044,88.26,25.57,0.628,0,36.86,28.25,75.79,0
Goat,GO_015,8,39.034,90.88,25.36,0.648,1,35.81,27.76,73.38,0
Goat,GO_015,9,39.004,89.25,24.61,0.572,0,33.09,24.5,84.32,0
Goat,GO_015,10,39.575,109.92,31.43,0.248,0,26.44,23.71,79.81,1
Goat,GO_015,11,38.954,91.65,27.46,0.637,0,38.43,23.68,78.93,0
Goat,GO_015,12,38.844,89.16,24.44,0.632,0,37.13,21.71,73.72,0
Goat,GO_015,13,38.487,87.08,22.4,0.625,0,34.81,19.4,73.0,0
Goat,GO_015,14,38.71,87.92,22.36,0.745,0,37.31,18.08,71.0,0
Goat,GO_015,15,39.963,103.63,31.92,0.411,2,22.48,17.01,64.48,1
Goat,GO_015,16,39.988,100.46,31.42,0.434,5,22.65,17.65,57.76,1
Goat,GO_015,17,39.721,104.24,29.67,0.472,0,21.82,16.81,63.58,1
Goat,GO_015,18,39.958,101.08,32.3,0.257,8,22.26,17.82,67.53,1
Goat,GO_015,19,39.739,99.13,29.4,0.276,5,22.92,16.55,58.74,1
Goat,GO_015,20,39.593,100.32,33.05,0.344,0,31.78,16.29,50.59,1
Goat,GO_015,21,39.393,104.68,29.82,0.368,2,20.47,18.27,60.7,1
Goat,GO_015,22,39.703,104.36,28.89,0.517,5,21.98,18.94,49.68,1
Goat,GO_015,23,40.073,107.16,33.78,0.343,6,18.81,20.85,61.28,1
Goat,GO_015,24,38.823,90.81,24.42,0.59,0,35.66,22.14,60.54,0
Goat,GO_015,25,38.931,89.99,24.38,0.587,1,42.79,24.21,58.31,0
Goat,GO_015,26,39.026,88.32,23.14,0.593,0,38.75,25.96,63.22,0
Goat,GO_015,27,39.837,100.3,33.93,0.455,5,23.49,26.38,60.73,1
Goat,GO_015,28,40.146,104.5,31.17,0.465,0,19.0,26.17,68.5,1
Goat,GO_015,29,38.987,90.35,23.62,0.593,0,37.64,26.35,62.43,0
Goat,GO_015,30,39.032,87.25,25.51,0.61,0,37.98,26.37,68.59,0
Goat,GO_015,31,38.896,86.95,23.14,0.702,0,39.85,28.24,71.73,0
Goat,GO_015,32,39.117,89.88,24.14,0.723,0,34.82,28.46,72.6,0
Goat,GO_015,33,38.932,86.7,25.36,0.669,2,42.0,26.43,73.31,0
Goat,GO_015,34,38.97,89.43,23.11,0.627,0,38.68,25.25,74.75,0
Goat,GO_015,35,38.914,93.09,26.99,0.68,0,38.01,22.85,69.95,0
Goat,GO_015,36,38.76,87.59,25.06,0.636,0,34.8,21.33,72.26,0
Goat,GO_015,37,38.568,87.45,23.62,0.718,0,41.01,18.93,75.84,0
Goat,GO_015,38,40.191,99.01,35.12,0.455,0,24.14,20.01,81.35,1
Goat,GO_015,39,39.849,97.47,32.54,0.38,2,21.38,19.4,66.79,1
Goat,GO_015,40,39.652,99.2,30.1,0.347,3,23.28,16.58,66.28,1
Goat,GO_015,41,40.037,102.86,33.33,0.502,2,25.31,16.13,60.26,1
Goat,GO_015,42,39.728,103.29,29.52,0.347,4,25.79,15.9,62.77,1
Goat,GO_015,43,38.686,87.9,25.11,0.612,0,38.59,15.88,60.62,0
Goat,GO_015,44,38.87,85.87,24.16,0.619,0,37.22,16.33,59.2,0
Goat,GO_015,45,39.896,108.35,29.9,0.37,3,21.69,16.74,60.86,1
Goat,GO_015,46,38.886,87.67,23.52,0.723,0,36.87,19.03,42.25,0
Goat,GO_015,47,39.864,107.96,31.04,0.435,5,20.41,21.73,58.55,1
Goat,GO_015,48,38.865,85.76,24.04,0.523,0,37.98,21.98,61.69,0
Goat,GO_015,49,38.949,87.89,23.01,0.653,0,37.19,22.98,44.28,0
Goat,GO_015,50,40.225,112.59,31.27,0.432,3,21.56,26.1,63.35,1
Goat,GO_015,51,39.8,110.37,32.57,0.423,1,19.85,24.48,64.45,1
Goat,GO_015,52,40.135,109.56,35.72,0.403,1,23.77,28.85,50.9,1
Goat,GO_015,53,39.08,87.45,26.03,0.689,0,35.81,28.73,65.44,0
Goat,GO_015,54,39.119,91.68,24.95,0.589,0,36.91,28.23,72.43,0
Goat,GO_015,55,39.071,90.75,24.35,0.688,0,37.41,28.11,67.74,0
Goat,GO_015,56,39.987,105.28,33.73,0.458,3,25.55,26.2,73.69,1
Goat,GO_015,57,38.824,88.17,24.82,0.671,1,37.68,26.17,74.73,0
Goat,GO_015,58,39.16,90.6,24.61,0.679,0,34.06,24.65,82.67,0
Goat,GO_015,59,39.965,105.09,33.79,0.36,4,22.75,23.05,73.45,1
Goat,GO_015,60,38.888,90.51,24.74,0.664,0,37.35,22.66,73.78,0
Goat,GO_015,61,39.107,86.8,25.19,0.589,0,39.37,21.49,70.32,0
Goat,GO_015,62,38.889,85.88,24.47,0.544,0,40.15,19.52,71.08,0
Goat,GO_015,63,39.378,99.64,31.59,0.408,0,18.08,16.78,67.56,1
Goat,GO_015,64,39.699,107.25,32.21,0.305,0,24.82,18.97,54.16,1
Goat,GO_015,65,38.801,83.24,23.42,0.595,0,35.75,15.98,59.77,0
Goat,GO_015,66,39.929,108.35,31.01,0.475,3,23.24,14.93,58.18,1
Goat,GO_015,67,39.733,111.18,30.65,0.447,0,25.57,17.45,59.85,1
Goat,GO_015,68,39.959,102.4,28.51,0.394,5,23.17,14.8,69.86,1
Goat,GO_015,69,38.851,90.95,23.52,0.69,0,35.57,18.14,61.66,0
Goat,GO_015,70,39.023,87.2,23.6,0.62,0,37.86,18.32,51.81,0
Goat,GO_015,71,38.954,88.16,23.53,0.642,0,39.0,19.43,42.7,0
Goat,GO_016,0,40.813,100.67,31.09,0.314,4,15.19,22.57,53.24,1
Goat,GO_016,1,40.272,102.13,31.29,0.392,3,28.57,22.87,53.3,1
Goat,GO_016,2,39.395,84.74,24.71,0.535,0,36.43,24.43,59.62,0
Goat,GO_016,3,39.339,87.99,25.3,0.577,0,38.1,26.36,54.99,0
Goat,GO_016,4,39.256,86.21,25.7,0.639,0,34.84,27.08,66.23,0
Goat,GO_016,5,39.476,85.16,26.85,0.459,0,38.97,27.08,65.22,0
Goat,GO_016,6,40.697,104.13,33.33,0.306,1,27.38,27.29,71.41,1
Goat,GO_016,7,40.369,101.57,34.48,0.272,4,10.8,27.21,60.34,1
Goat,GO_016,8,40.229,106.33,33.17,0.266,6,20.82,27.53,73.83,1
Goat,GO_016,9,39.415,85.13,25.02,0.585,0,36.14,28.62,63.28,0
Goat,GO_016,10,40.751,96.34,36.14,0.343,3,18.12,23.62,70.5,1
Goat,GO_016,11,40.353,103.69,33.47,0.349,3,24.73,24.23,72.61,1
Goat,GO_016,12,40.254,105.24,31.81,0.283,4,18.68,22.52,74.05,1
Goat,GO_016,13,39.359,84.77,28.16,0.514,1,38.0,22.56,69.38,0
Goat,GO_016,14,39.207,82.5,25.09,0.536,0,33.78,18.62,66.55,0
Goat,GO_016,15,39.203,83.48,25.84,0.586,0,37.85,17.37,59.51,0
Goat,GO_016,16,39.214,83.19,24.56,0.596,0,34.31,18.04,70.62,0
Goat,GO_016,17,40.253,104.57,35.02,0.437,3,22.28,15.38,58.38,1
Goat,GO_016,18,40.115,103.81,31.81,0.281,0,22.88,17.57,63.57,1
Goat,GO_016,19,40.204,103.45,32.68,0.335,5,19.44,15.94,58.67,1
Goat,GO_016,20,40.074,106.53,33.57,0.297,5,18.26,16.91,60.51,1
Goat,GO_016,21,39.423,85.39,26.31,0.61,0,34.94,18.67,53.88,0
Goat,GO_016,22,39.135,84.87,27.82,0.577,1,36.6,19.2,59.66,0
Goat,GO_016,23,39.033,87.11,26.11,0.595,0,36.2,20.27,58.73,0
Goat,GO_016,24,40.085,104.37,31.45,0.257,3,13.86,23.97,61.56,1
Goat,GO_016,25,40.843,98.76,33.98,0.265,4,22.97,22.84,51.13,1
Goat,GO_016,26,39.457,89.75,27.59,0.505,0,36.45,26.49,56.69,0
Goat,GO_016,27,39.522,87.85,24.76,0.592,0,36.12,28.42,62.14,0
Goat,GO_016,28,39.405,86.59,27.36,0.565,0,34.03,28.28,61.52,0
Goat,GO_016,29,39.389,85.99,26.51,0.594,0,32.98,26.95,71.47,0
Goat,GO_016,30,39.535,91.73,26.34,0.579,0,36.48,28.85,73.35,0
Goat,GO_016,31,39.331,85.39,26.17,0.563,0,34.63,29.58,74.56,0
Goat,GO_016,32,39.287,88.49,26.78,0.546,0,37.3,28.02,79.65,0
Goat,GO_016,33,39.251,85.9,24.84,0.647,0,35.59,26.3,74.31,0
Goat,GO_016,34,39.49,86.8,27.03,0.547,0,34.52,26.11,65.96,0
Goat,GO_016,35,40.294,100.23,32.71,0.327,5,18.82,22.28,75.06,1
Goat,GO_016,36,39.268,87.54,22.47,0.544,0,38.72,21.67,60.23,0
Goat,GO_016,37,39.234,86.42,24.84,0.564,1,32.22,20.67,75.02,0
Goat,GO_016,38,39.115,86.46,27.6,0.636,2,36.13,18.61,74.18,0
Goat,GO_016,39,39.367,84.54,25.35,0.616,0,34.69,17.44,58.32,0
Goat,GO_016,40,39.327,84.68,24.94,0.636,0,38.22,16.15,62.18,0
Goat,GO_016,41,39.068,85.1,24.72,0.748,0,35.2,14.88,60.86,0
Goat,GO_016,42,40.116,97.8,34.02,0.266,5,18.08,13.88,58.9,1
Goat,GO_016,43,39.339,85.92,26.19,0.611,0,35.29,17.78,62.55,0
Goat,GO_016,44,39.206,86.25,26.12,0.547,0,35.83,18.59,56.65,0
Goat,GO_016,45,39.349,83.98,26.02,0.548,0,32.76,19.06,54.67,0
Goat,GO_016,46,39.332,84.74,24.12,0.602,1,35.35,19.62,56.55,0
Goat,GO_016,47,39.28,87.05,25.42,0.601,2,38.9,20.48,47.0,0
Goat,GO_016,48,39.294,85.8,24.38,0.542,0,35.56,21.77,53.89,0
Goat,GO_016,49,40.296,101.25,34.75,0.34,1,17.33,22.71,58.86,1
Goat,GO_016,50,39.381,83.84,26.5,0.565,1,39.39,25.84,60.72,0
Goat,GO_016,51,39.287,83.83,25.63,0.52,0,35.16,26.01,61.09,0
Goat,GO_016,52,40.479,104.27,34.72,0.315,2,23.91,27.04,64.48,1
Goat,GO_016,53,39.451,85.32,27.16,0.544,0,38.21,28.5,65.71,0
Goat,GO_016,54,39.502,86.45,26.6,0.55,0,35.36,27.69,68.37,0
Goat,GO_016,55,39.483,84.29,25.49,0.649,0,38.85,27.49,70.73,0
Goat,GO_016,56,39.499,84.49,27.24,0.606,0,36.15,29.2,72.95,0
Goat,GO_016,57,40.287,98.04,35.91,0.373,1,26.38,26.49,71.26,1
Goat,GO_016,58,39.596,84.15,26.86,0.555,0,34.82,24.39,71.51,0
Goat,GO_016,59,39.322,89.35,26.09,0.623,0,37.58,22.49,68.53,0
Goat,GO_016,60,39.401,86.35,25.77,0.604,0,34.44,23.25,74.02,0
Goat,GO_016,61,40.221,104.97,33.63,0.242,2,15.29,20.32,74.14,1
Goat,GO_016,62,39.362,82.2,25.42,0.573,0,37.03,19.99,79.42,0
Goat,GO_016,63,39.204,86.2,26.54,0.598,0,36.35,17.63,67.41,0
Goat,GO_016,64,39.39,82.41,26.16,0.548,0,37.98,16.92,61.58,0
Goat,GO_016,65,39.282,77.73,24.59,0.575,0,36.86,16.61,67.74,0
Goat,GO_016,66,40.174,99.84,35.07,0.297,4,14.62,17.07,57.46,1
Goat,GO_016,67,40.544,97.63,32.93,0.349,4,24.22,15.78,59.0,1
Goat,GO_016,68,40.268,100.22,33.98,0.265,4,20.5,17.37,54.94,1
Goat,GO_016,69,39.825,97.35,34.09,0.358,2,17.83,17.67,51.01,1
Goat,GO_016,70,40.496,93.32,33.5,0.409,6,19.88,19.31,56.75,1
Goat,GO_016,71,40.102,103.78,33.17,0.378,2,29.74,21.66,55.16,1
Goat,GO_017,0,40.237,104.62,29.8,0.244,3,22.7,21.7,50.66,1
Goat,GO_017,1,40.19,107.47,31.22,0.241,1,22.29,23.63,51.07,1
